gene name,chromosome,start,end
LINC02380,4,57425872,57465986
ETDB,23,135118955,135120526
AC131254.1,8,29815004,29854543
AL731567.1,10,45444570,45453121
ACSM5P1,16,20586550,20607107
AC141273.1,16,20580999,20586640
FAM84B,8,126552442,126558393
AC083923.1,8,126582631,126583006
ZFYVE9,1,52142094,52346686
AC114981.1,5,18908866,18909543
AC084262.1,8,29352420,29353170
GSTA11P,6,52847910,52870329
BACE1-AS,11,117288453,117293571
DUX4L18,24,11321557,11322823
AP005435.1,11,89863848,89865550
AP001282.2,11,106824025,106824954
RNF214,11,117232625,117286445
DICER1,14,95086228,95158010
PCAT1,8,126556323,127419050
AL596028.1,6,80499196,80499392
PDCD4-AS1,10,110869868,110872233
AC093763.2,4,187441677,187444298
AC105402.3,2,148866470,148888823
AC091614.2,1,90841587,90849472
AL590094.1,1,90782983,90851657
AC109439.2,5,136734927,136763409
AL109936.1,1,23244765,23245224
AC008758.3,19,12379746,12383687
OR11I1P,1,110853939,110854892
ATP5F1AP1,9,42410830,42412150
RPS11P7,23,39865424,39865888
LINC01232,13,99486962,99499306
ANKRD20A6P,24,11173618,11173821
KCCAT333,7,17374867,17467256
AL355298.1,10,120069980,120070159
CYMP,1,110480752,110491277
AL358215.3,1,110473756,110488663
GOLT1B,12,21501781,21518408
AC008897.3,5,75363760,75364242
UBE2M,19,58555712,58558960
KDM1A,1,23019443,23083689
AC073626.2,7,114297114,114297429
CAPNS1P1,1,89394033,89394665
CTBP1-AS,4,1210120,1218591
AC104849.1,3,62124204,62124608
DDX42,17,63773603,63819317
ACTR3B,7,152759749,152855378
AL365330.1,1,3785008,3785538
AC133644.3,2,87455476,87767359
JPT1,17,75135248,75168281
ULBP3,6,150063150,150069095
AC062017.1,2,239401436,239402364
DIAPH3-AS1,13,60012751,60044357
BLCAP,20,37492472,37527931
AC012618.3,19,12195015,12237767
KRT18P55,17,28275986,28317783
AC091810.1,23,39791580,39791904
AF241728.1,23,38770331,38799658
SELENOKP3,6,118757518,118783420
AC022634.2,8,108581062,108626767
TRMT10BP1,8,108652373,108653315
AC111170.3,17,77444704,77447167
AC098848.1,18,54885866,54898083
LINC01003,7,152463786,152465549
AC104843.2,7,152590641,152590941
EFR3B,2,25042130,25159137
TTTY1,24,9753156,9774289
GBP7,1,89131751,89176040
AC107884.1,11,7427266,7512515
AC091135.1,18,54566997,54567303
RABGAP1,9,122940833,123104866
AC022400.1,10,73813518,73814737
PYY2,17,28226563,28228065
AC022400.2,10,73841833,73847115
AL627230.1,9,67721884,67722094
DPY19L2,12,63558913,63668939
AC010745.4,2,16316324,16319566
DRICH1,22,23608452,23632321
AC010745.3,2,16227027,16228194
IQCA1-AS1,2,236391074,236392388
AP000347.1,22,23658094,23717356
TRIM64DP,11,89776981,89782582
ZNF720,16,31713229,31794869
AL353653.1,20,50645471,50662275
AP003122.5,11,89731017,89734782
AL022337.1,22,26161910,26163214
BARX1,9,93951622,93955372
EIF4A1P3,9,131782570,131782813
MRPS18CP4,12,14237091,14237321
PCAT14,22,23536881,23547797
TOGARAM1,14,44962208,45074431
POLR3KP1,13,59071462,59071803
TSPEAR-AS1,21,44506807,44516575
ERVV-2,19,53044738,53051076
AL359922.2,9,21858910,21861926
AL449423.1,9,21995482,21996013
AC104063.1,4,84371393,84380189
TRAIP,3,49828599,49856574
AL133520.1,20,46681676,46682375
NANOGP6,10,99788564,99789410
AL450405.1,6,117998975,117999448
EIF2AK4,15,39934146,40035591
H3F3AP1,15,39951375,39951708
NGB,14,77265483,77271312
FAM197Y1,24,9544917,9547147
AL133230.1,20,50570975,50578041
RFPL1S,22,29436534,29478175
TMEM63C,14,77116568,77259495
AC243312.1,19,8676844,8677584
DOT1L,19,2164149,2232578
SDHCP2,10,92118664,92119164
AC245047.3,23,48228833,48228959
NME6,3,48290722,48301685
AC093813.1,7,156263547,156263802
AC021218.1,7,155962632,155966343
NEIL2,8,11769639,11787346
AL079341.1,6,38587323,38588529
TMEM72-AS1,10,44811024,44959689
ELOCP31,12,21447545,21448314
AL391427.1,10,4995488,4997380
AL031598.1,16,1111627,1113399
AC120498.8,16,1148224,1148754
CDRT15,17,14235673,14236862
AC092651.2,2,87055658,87076060
IRF2BPL,14,77024543,77028699
RBM17P3,9,41974362,41975768
AL606763.1,23,103404777,103408299
AC092941.1,3,187997422,188003990
RBBP4P6,5,85190629,85190830
OR3A4P,17,3309986,3311446
AC087498.1,17,3385930,3386874
AC093899.1,2,169577371,169577746
INSYN1-AS1,15,73752317,73770613
AC122129.1,17,17858227,17860041
AC005682.1,7,22863874,22881350
AF131215.1,8,11175051,11175570
CT47B1,23,120872603,120875929
TDGF1P1,23,38395369,38395895
AC090772.2,18,24076794,24099320
SFTPA3P,10,79595294,79595660
OR7E59P,7,6879627,6880626
OR7E136P,7,6866658,6867672
AC090615.1,17,27411438,27412806
AC093673.1,7,143379692,143380495
AC093673.2,7,143363899,143364229
AL137798.3,1,16642767,16643109
ABTB1,3,127672935,127680920
AC009268.1,15,33990686,33992048
TRIM43,2,95592018,95599778
AVEN,15,33866227,34039176
CROCCP2,1,16618253,16657232
CORO1A,16,30182827,30189076
CDY12P,24,22064698,22065712
OR7M1P,10,133481238,133481770
NLRC3,16,3539033,3577400
AC064807.3,8,51996210,52008355
ZNF503-AS2,10,75401519,75408982
AC009237.16,2,95588149,95589253
DYNC1I2P1,10,50264978,50266815
AC010886.1,2,217693895,217696763
ZBP1,20,57603846,57620576
AL033543.1,22,44102779,44116232
AP001056.1,21,44175489,44176453
AC079880.2,4,67725183,67726395
NANOGP4,7,29212302,29213214
AC114546.2,15,35008469,35011191
ZFAS1,20,49278178,49295738
NSG1,4,4348140,4419058
LINC01946,2,31793823,31803980
IDH1-AS1,2,208255247,208256181
AC005162.3,7,28979967,29013367
PDCL2P2,11,65160194,65160382
AP002961.1,11,103252217,103293705
URAHP,16,90039761,90047773
AL512506.3,13,43883800,44028526
RPL35P6,8,18774547,18774918
BTRC,10,101354033,101557321
AP005131.5,18,13461020,13470823
TMEM267,5,43444252,43483893
AP005131.7,18,13526078,13526688
AC010531.5,16,87362536,87367476
AC104964.1,8,10476597,10479420
AKR1B15,7,134549136,134579875
C10orf90,10,126424997,126670446
AC124057.1,11,2404515,2407908
PLCG1-AS1,20,41098329,41138003
OR51A3P,11,4937371,4938294
AL359263.1,23,93222220,93225015
AC011290.2,7,39569376,39570198
FLNB-AS1,3,58162547,58170636
MTCO1P24,5,98410235,98411792
ASH2LP3,22,22339573,22341214
ANO9,11,417933,442011
VN1R70P,16,35836886,35837732
ESRRAP2,13,21260015,21295003
HMGN2P41,16,35802869,35803280
AL121894.2,20,23631826,23632316
AC012493.2,2,100370255,100370545
USP41,22,20350578,20390758
KCNE5,23,109623700,109625172
GXYLT1P6,9,64488600,64489786
AC004232.1,16,3308609,3308816
AC005871.2,10,117425194,117490419
ANXA10,4,168092515,168187690
AC236972.4,23,153276841,153277803
BX088723.1,23,21131496,21163726
ENTPD3-AS1,3,40313802,40453329
SUMO2P16,8,31131539,31131802
AC027104.1,15,75950464,75951144
RPS27AP13,8,53887008,53887244
AC013727.1,2,103856659,103880209
IL17RA,22,17084954,17115694
AC090505.1,3,194755589,194757422
FLNC-AS1,7,128850162,128862626
AC022018.1,10,112548632,112548872
MAL2-AS1,8,119215111,119246848
MRPL50P1,2,35724759,35725142
COLEC10,8,118995452,119106582
CRYGEP,2,208108233,208112511
TGM6,20,2380908,2432753
BTG3-AS1,21,17611744,17633199
BMS1P9,9,63055641,63059217
DDX18P5,11,130295641,130296946
IGKV1OR22-5,22,16904219,16904696
SLC7A5P1,16,29613104,29613640
ZBED5,11,10812074,10858796
AC018809.1,3,9935706,9936258
RN7SKP23,16,23412380,23416680
AC008073.3,2,24124366,24190436
AC011825.2,18,32122400,32124478
IMMP1LP3,7,2287915,2288428
AC008073.2,2,24165884,24175005
APOBEC3D,22,39021113,39033276
AL022318.4,22,39014363,39033276
AL731533.2,10,3065424,3066001
FRG2JP,16,35245916,35247534
AP002414.2,18,12073232,12076654
GOLGA8B,15,34525207,34588503
AL032819.3,16,1431035,1433397
AL441943.2,10,2166332,2169460
AL441943.3,10,2169140,2189474
LINC01926,18,58813880,58834364
ZBTB33,23,120250752,120258398
AC133555.1,16,29478879,29482591
PABPC5,23,91434595,91438584
ANKRD62P1,22,16671090,16679493
AP000365.1,22,16616170,16617114
ANKRD62P1-PARP4P3,22,16654066,16675540
BIN3,8,22620418,22669148
AC138761.2,17,22299134,22299467
VN1R69P,16,35134514,35135075
USP50,15,50500562,50546708
AKR1B10P1,10,67750284,67751225
AMACR,5,33986178,34008108
AC026271.2,17,18638019,18638370
OGDHL,10,49734643,49762379
LINC02002,17,22234328,22266362
FTLP13,17,22221221,22221605
MCUR1P1,17,2127430,2127904
ATP6V1H,8,53715557,53843558
LINC00393,13,73413473,73661891
KDM4D,11,94973681,94999518
AL162376.1,13,73399031,73399205
AP005671.1,18,5381641,5385330
FABP5P1,13,73100575,73100985
AL162384.1,9,6047360,6066714
AC099778.1,3,47379089,47380999
WFDC2,20,45469706,45481532
AL035246.1,23,88061590,88062844
AL354956.1,1,10458555,10459338
AC112482.1,3,127221194,127221881
RPL7AP51,10,67334123,67334882
PLK4,4,127880861,127899195
AC074043.1,3,107104911,107107000
AP001992.1,11,74876286,74920022
MTND6P6,3,106900593,106900855
OR8J3,11,56134721,56140201
CBX8,17,79792132,79801683
RBCK1,20,407498,430966
LINC01925,18,508568,515294
AP000915.2,18,423744,424416
OR10AG1,11,55965755,55969945
AC097478.2,4,89743792,89744305
ZDHHC11B,5,710360,766952
AC092612.1,4,150422645,150423642
AC078852.1,4,1358479,1359461
AC015845.1,17,57912333,57922581
IGHV3OR16-7,16,33938337,33938799
AC087752.1,8,94891239,94892107
SFT2D3,2,127701508,127705242
OR52B4,11,4367263,4368386
AC022034.2,8,53532908,53533704
AC022034.1,8,53515171,53523931
AC022034.3,8,53515170,53515905
AC055876.2,15,28679405,28682252
AC104109.4,5,134205614,134371044
FLJ33534,2,11105317,11132821
AC008267.2,7,66427949,66453634
SIRPG,20,1629152,1657779
AC104350.1,8,58031334,58032682
TSKU,11,76782251,76798154
BNIP3P42,7,64551498,64552066
EME1,17,50373220,50381483
IGHV3OR16-6,16,32915074,32915536
NETO2,16,47077703,47143997
LINC01954,2,10878269,10885118
PIGG,4,499210,540196
SSU72P7,11,4338660,4339244
SSU72P3,11,4329865,4330449
RPS15AP27,9,107963703,107964045
AC012103.1,8,57889576,57890809
AC107029.1,3,99507187,99527113
CT45A2,23,135811668,135820012
AC112240.1,4,157204462,157204855
DGKH,13,42040036,42256578
AC026468.1,16,69975238,69975344
UBN2,7,139230356,139308236
ZNF514,2,95147330,95165413
TUBB4BP4,11,91949731,91950034
AL162253.1,9,5584490,5588994
MIR3150BHG,8,95066808,95073182
AC138749.3,15,28545912,28549777
NSDHL,23,152830967,152869729
AC013268.5,2,109937438,109985124
AC096921.1,3,30626423,30626797
C11orf21,11,2295645,2303049
MRPS23,17,57834781,57850056
AC136428.3,16,33808778,33810767
AC026894.1,11,8768778,8810231
AC020571.1,2,196260024,196264204
AC099313.1,16,80736360,80742305
CYB5D2,17,4143168,4187310
AL358214.1,10,9758783,9878060
CSE1L-AS1,20,49040463,49046044
AC040173.1,16,14407668,14418872
YPEL1,22,21697544,21735834
AC105020.1,15,75678548,75680752
POM121B,7,73293497,73301161
AL158013.1,20,21397818,21400391
BX005266.1,9,62532397,62532853
DUPD1,10,75037836,75058514
GNPATP,16,60654235,60656649
RPP40,6,4994732,5004063
AL132765.2,20,17565501,17565851
NCAPH,2,96335787,96373845
OR4S2,11,55648327,55652854
AP001189.1,11,76657056,76663866
AC093730.1,4,63468701,63494278
AC026401.3,16,15701237,15702118
AF001548.1,16,15741151,15741791
CLTRN,23,15627318,15675012
ENO4,10,116849512,116911788
AP001189.3,11,76654169,76656712
PKDREJ,22,46255663,46263355
KLHL35,11,75422394,75430629
HSPA12A,10,116671192,116850236
AC012308.1,10,117023674,117023851
LINC00678,11,27617626,27634627
AC103796.1,11,27696312,27877648
TCERG1L,10,131092391,131311721
AL512652.2,13,20712431,20714146
EEF1AKMT1,13,20728731,20773958
EXOC5P1,4,62816826,62818794
AC034223.2,5,33011322,33017607
AC105313.1,4,62291562,62292337
AC022558.1,15,83022236,83024336
ISY1,3,129127415,129161293
IL27RA,19,14031748,14053216
MTND2P4,7,64110547,64111550
AC108738.1,3,161222911,161223147
DUXAP11,16,59655602,59656336
CHORDC1,11,90201160,90223364
ATP13A3,3,194402672,194498364
AC005796.1,19,17871273,17871705
LINC00927,15,80263068,80341805
NPIPB10P,16,29038655,29052726
AC006033.1,7,38311383,38311808
AC006033.2,7,38326070,38329643
AL731556.2,10,77738246,77739015
AC010834.2,8,93741193,93744534
AC026461.3,16,56609501,56611375
AL157392.2,10,13729383,13756200
AC004945.1,7,79353410,79354392
AC093295.1,5,117313085,117330149
AL590399.2,9,62395370,62395678
AL590399.5,9,62387171,62394004
AL133371.2,14,20783888,20784293
AL831784.1,1,2632568,2636620
VWA8-AS1,13,41955808,41981565
MT4,16,56565049,56568957
LINC02214,5,116742991,116762209
EDDM3A,14,20745892,20748380
MTATP6P7,2,130276507,130277187
MTCO3P7,2,130277184,130277957
MTND2P22,2,130272479,130273511
AMOTL2,3,134355874,134375479
AC107952.1,8,56252960,56253372
MTND1P29,2,130270440,130272272
AC010207.1,3,134347288,134349233
HDHD2,18,47107403,47150520
NUP210P1,3,126660609,126671939
AC062020.1,2,123065321,123067722
LINC01823,2,121790444,121796702
AL590399.4,9,62266319,62266919
AC112693.1,15,93257198,93260475
CPEB2,4,15002674,15070153
AC099550.1,4,15358141,15420032
C1QTNF7,4,15339818,15446166
MRGPRF,11,69004395,69013409
VN1R35P,7,63963431,63964123
VN1R36P,7,63965834,63966124
AP000924.1,11,110355130,110406400
ABI3,17,49210227,49223225
OR4C50P,11,54591480,54592409
AF186996.1,3,125756086,125756462
AC092378.2,16,58847807,58880213
RPS27P27,16,59088837,59089091
ZCCHC3,20,296968,300321
GEMIN8P2,16,58776540,58777563
SNHG21,15,82750564,82757206
HMGB3P14,3,134170487,134171085
AL935212.2,9,61665579,61666386
AC027575.2,18,76805151,76805736
AC092574.2,4,386174,454070
AC211476.1,7,72969814,72971727
CPEB2-DT,4,14909961,15002045
AC119403.1,19,2915146,2926807
AC092130.1,16,80040662,80045745
AC133548.1,16,32356981,32363695
LINC01927,18,76623006,76639011
OR6S1,14,20640696,20641691
AC105339.3,15,82744223,82750289
RPS14P8,5,116562562,116562930
AC105339.5,15,82738386,82739122
ACTG1P17,15,82725873,82738904
SHQ1,3,72749277,72861914
ZC3H13,13,45954465,46052759
AP001372.2,11,74493366,74498533
AC018695.3,16,85792415,85792933
ZSWIM7,17,15976560,15999717
RPL22P21,17,16084042,16084381
AC002553.1,17,16040472,16041273
SORBS1,10,95311771,95561414
AL133215.3,10,100967688,100968135
IGKV1OR2-2,2,92034522,92035000
LINC02036,3,194203016,194250153
AC128677.1,2,92006680,92007121
AC139497.1,5,22139247,22141468
TATDN1P1,10,63222155,63223045
AC000120.3,7,92131774,92245924
PSMC3IP,17,42572315,42577831
TNPO1P2,17,18460391,18463055
PMS2P9,7,77039944,77043776
AC103808.5,18,76259166,76260114
DEFB132,20,257736,261096
AC019254.2,15,101116603,101117546
CENPK,5,65517766,65563171
AC012183.1,16,58705799,58706297
AC024592.3,19,5866171,5903787
TEX45,19,7492976,7508450
AC114737.3,7,76960571,76978658
AC008878.4,19,7519916,7520460
HRASLS2,11,63552770,63563383
PMS2P11,7,77011551,77015853
AC114737.2,7,76968346,76968518
DTX2P1-UPK3BP1-PMS2P11,7,76959835,77043775
AC010975.2,2,79573764,79575593
AC006064.4,12,6537794,6538370
AC037459.1,8,22589274,22602084
AC010975.1,2,79493716,79500844
ARPC4-TTLL3,3,9793082,9835401
AARD,8,116938199,116944487
LRRTM1,2,80288351,80304749
AC024592.1,19,5899895,5901511
NDUFA11,19,5891276,5904006
PDLIM2,8,22578279,22598025
AL935212.1,9,61659733,61662690
AC007000.1,7,77115399,77116192
AC106738.1,16,54934913,54954665
AC104316.1,8,123002560,123030751
AC106738.2,16,54937786,54938671
AC008040.3,3,169931998,169933229
AC013549.2,11,12822435,12823667
LRRC3C,17,39941474,39944747
TREX1,3,48465811,48467645
IL34,16,70579895,70660682
AC016866.2,18,49116301,49126479
AC016866.1,18,49023703,49048474
AC023141.13,7,57835309,57836251
AC011373.1,5,147401760,147401996
AC090568.1,8,88485110,88486094
AC090666.1,18,54142133,54142577
AL356258.1,10,31187883,31261910
GINM1,6,149566294,149591748
AC083849.1,7,148445786,148446299
AC079203.2,15,34255286,34257832
AL034372.1,6,17381367,17382120
AL031737.1,1,18595414,18595636
UGT2B27P,4,69004862,69020414
TRIM60P5Y,24,24494709,24495583
TTTY17B,24,24485332,24486463
CATIP-AS1,2,218366665,218367835
AC005697.1,17,27798806,27893365
AC005697.2,17,27874645,27881237
AC132068.1,16,72973374,72973832
CICP2,24,24278337,24281140
SPOUT1,9,128819651,128829821
AC005006.1,22,30598309,30606687
PRKAG2-AS1,7,151877042,151879223
AL353658.1,20,63448051,63449329
AC023141.2,7,57776972,57777521
MYO5BP1,9,41292887,41294125
AC023141.12,7,57773183,57773381
LINC01568,16,73386805,73504954
AC090197.1,8,23336171,23366125
AC004875.1,7,121643334,121686363
AC008543.5,19,11796084,11798598
RAB8B,15,63189469,63267782
NDUFB8P2,17,59885015,59885552
MTND3P7,3,166160777,166161119
AC007012.2,16,6703883,6705558
SNRPCP20,16,5289200,5289409
AL359195.2,10,80249710,80254121
PRAMEF19,1,13369067,13371900
UBR1,15,42942897,43106113
EIF5AP4,10,80247219,80247683
CLYBL,13,99606669,99897134
AC007491.1,16,54628963,54657662
LINC02140,16,54366007,54370699
LINC00433,13,88540864,88545509
AL445647.1,13,87807634,87811232
AL162231.3,9,34646645,34657113
RDM1P2,17,46503946,46509339
CFL1P8,13,99582706,99583180
IRX3,16,54283304,54286763
AL513174.1,10,80233664,80245367
AC010350.1,5,121195980,121196210
AC008565.1,5,121040090,121044032
AC002074.1,7,94278680,94395608
CCDC160,23,134237047,134246207
LARP1BP3,23,134204353,134205916
AC023136.1,4,162022733,162047567
NDUFB4P5,2,86934462,86934822
AC104793.1,4,161378953,161388417
DDX6P2,13,86275493,86277262
AL354994.1,13,86060813,86170890
NOL4,18,33851100,34224952
OR1J2,9,122510802,122511743
LINC01902,18,39841809,39896298
LINC02107,5,38025697,38183932
AL121658.1,2,32165046,32165757
AL513542.1,10,99526948,99528467
EEF1A1P6,7,22510616,22511999
TOM1L1,17,54899387,54961956
LINC02417,12,3367833,3371346
AJ271736.1,23,156004218,156022236
LRRC34,3,169793428,169812986
AC073072.1,7,22725395,22727620
AC073333.1,7,16695871,16719898
AP002336.3,11,70324871,70327209
AC002480.2,7,22589705,22591622
KDM2A,11,67119269,67258087
RETN,19,7669044,7670454
AC008280.3,2,54082554,54085066
AKR1B1P3,11,16484084,16484671
TMSB10P2,23,18341216,18341346
BMS1P13,9,65828120,65831696
FTH1P9,5,83426676,83427030
IGLJ3,22,22904850,22905025
RAPGEF2,4,159103013,159360174
AC091057.7,15,30644633,30723495
PRSS54,16,58279997,58295047
CEP68,2,65056366,65087004
AC090572.1,8,86776479,86776638
TMEM189-UBE2V1,20,50081124,50153637
KLF3,4,38664196,38701042
AL357033.2,20,62732566,62735347
AC108467.1,4,45009540,45051652
AC110921.1,17,67524481,67525422
SNX18P10,21,8801362,8801880
RPS20P15,3,27462506,27462816
LINC01666,21,8759077,8761335
AP003306.1,11,62213427,62260549
HID1-AS1,17,74970704,74975728
AC109315.1,18,51433437,51434783
AC073869.5,2,131363364,131364881
EVC2,4,5542772,5709548
SNX15,11,65027408,65040572
LINC02023,3,165150006,165158062
OTOP3,17,74935719,74949992
AC008163.1,7,81489204,81691406
AL512782.1,13,83145540,83145903
GYG1P2,13,82823131,82824136
TMEM254,10,80078646,80092557
MRPS30,5,44808925,44820428
KBTBD4,11,47572197,47579015
AC068491.3,2,111266868,111267473
AP000688.3,21,36082859,36090414
C1DP2,10,80031968,80032393
AC034238.3,5,55054428,55055140
AC009142.1,16,83383007,83398170
AC069079.1,10,51302566,51306709
AC002056.1,22,50754675,50755434
AC022537.1,10,51244894,51245806
CSTF2T,10,51695487,51699591
NAP1L1P1,11,126067539,126068601
AC127502.1,15,30470779,30507623
THUMPD3P1,7,40151613,40154151
LINC02579,2,64606975,64616482
AC005180.1,17,44794747,44797783
ZFP64,20,52051663,52204308
RPS19P1,20,18504633,18505066
AL359095.1,9,4070906,4071884
ERP29P1,20,52110344,52111049
AC108463.2,2,111195963,111206494
AC068491.1,2,111383752,111384992
AC093084.1,2,146477427,146478113
LINC02449,12,8235415,8242564
TNKS2-AS1,10,91782839,91798291
AL499627.1,20,62513909,62516096
AP000870.1,11,95963219,95963624
AP001605.1,21,27358885,27448579
ARL2BPP4,5,130529419,130529889
AC027807.1,15,84053113,84080097
CLVS1,8,61057158,61501645
AC007161.3,7,7640752,8004053
CBR4,4,168863770,169010275
NDUFB2-AS1,7,140695336,140697077
